time,angle,velocity,torque,control
4.480000,-2.885672,-0.004396,-0.169027,0.000000
4.490000,-2.885672,0.010182,-0.135928,0.000000
4.500000,-2.885672,-0.000505,-0.768170,0.000000
4.510000,-2.885672,-0.004396,-0.396792,0.000000
4.520000,-2.885672,-0.000670,-0.092308,0.000000
4.530000,-2.885672,-0.019599,-0.444885,0.000000
4.540000,-2.885672,0.001938,0.059236,0.000000
4.550000,-2.885672,-0.003134,0.022211,0.000000
4.560000,-2.885672,-0.006034,-0.088124,0.000000
4.570000,-2.885672,-0.000847,-0.325474,0.000000
4.580000,-2.885672,-0.013035,-0.710880,0.000000
4.590000,-2.885672,-0.001782,-0.218712,0.000000
4.600000,-2.885672,-0.007283,-0.235593,0.000000
4.610000,-2.885672,-0.004552,-0.025287,0.000000
4.620000,-2.885672,0.003997,0.022400,0.000000
4.630000,-2.885672,-0.011281,-0.967183,0.000000
4.640000,-2.885672,0.001830,0.248653,0.000000
4.650000,-2.885672,0.000727,-0.043609,0.000000
4.660000,-2.885672,-0.010135,-0.378636,0.000000
4.670000,-2.885672,-0.004396,-0.351300,0.000000
4.680000,-2.885672,-0.010591,-0.222413,0.000000
4.690000,-2.885672,-0.004396,-0.497301,0.000000
4.700000,-2.885672,-0.011928,-0.118590,0.000000
4.710000,-2.885672,-0.010117,-0.516209,0.000000
4.720000,-2.885672,-0.007127,-0.030769,0.000000
4.730000,-2.885672,-0.013187,-0.122547,0.000000
4.740000,-2.885672,-0.004396,-0.062127,0.000000
4.750000,-2.885672,-0.003128,-0.496452,0.000000
4.760000,-2.885672,0.003924,-0.383505,0.000000
4.770000,-2.885672,0.000036,-0.247921,0.000000
4.780000,-2.885672,0.000362,-0.456473,0.000000
4.790000,-2.885672,-0.004396,-0.050485,0.000000
4.800000,-2.885672,-0.000526,-0.107027,0.000000
4.810000,-2.885672,0.008800,0.399870,0.000000
4.820000,-2.885672,0.000487,-0.304281,0.000000
4.830000,-2.885672,0.000821,-0.142352,0.000000
4.840000,-2.885672,-0.012867,-0.327258,0.000000
4.850000,-2.885672,-0.007079,-0.244546,0.000000
4.860000,-2.885672,0.001511,-0.215385,0.000000
4.870000,-2.885672,-0.000948,-0.142976,0.000000
4.880000,-2.885672,0.003652,-1.209474,0.000000
4.890000,-2.885672,-0.008430,-0.002525,0.000000
4.900000,-2.885672,-0.007423,0.498227,0.000000
4.910000,-2.885672,0.003752,-0.592072,0.000000
4.920000,-2.885672,-0.004109,0.118063,0.000000
4.930000,-2.885672,0.003679,-0.971648,0.000000
4.940000,-2.885672,0.001518,-0.217613,0.000000
4.950000,-2.885672,0.004396,0.059987,0.000000
4.960000,-2.885672,0.000688,-0.134576,0.000000
4.970000,-2.885672,-0.012359,-0.198011,0.000000
4.980000,-2.885672,-0.004757,-0.700110,0.000000
4.990000,-2.885672,-0.008840,-0.091625,0.000000
5.000000,-2.885672,0.024879,4.780976,-0.556447
5.010000,-2.823700,12.344196,56.528306,-0.560785
5.020000,-2.646265,-17.156513,15.618825,-0.565150
5.030000,-2.454209,17.674662,-5.076044,-0.569477
5.040000,-2.277681,16.938875,-0.654367,-0.573738
5.050000,-2.122919,16.398266,-0.965116,-0.578038
5.060000,-1.956790,15.901203,-1.015385,-0.582234
